BUENOS AIRES,WILDE,15,DR. AMOR,AV. BELGRANO 5801,4207-7189
BUENOS AIRES,MUNRO,1448,CENTRAL MUNRO,AV. VELEZ SARSFIELD 4164,4756-0967/2837/5385
CAPITAL FEDERAL,CAPITAL FEDERAL,1449,FARADAY LACROZE,AV. LACROZE 4125 ,4553-8400
CAPITAL FEDERAL,VILLA DEL PARQUE,1451,GRAN FARMACIA ROUX,TINOGASTA 3702,4501-6734
CAPITAL FEDERAL,CAPITAL FEDERAL,1454,CANTILO ,LOPE DE VEGA 3249,4639-6010 fax 4639-3871
CAPITAL FEDERAL,CAPITAL FEDERAL,1455,MS SUPERI,LA PAMPA 3400,4552-3271 FAX: 4551-6087
CAPITAL FEDERAL,CAPITAL FEDERAL,1456,M.S. 31 - DAMELI ,AV. EL CANO 3385,4551-0313 fax 4551-0313
BUENOS AIRES,VILLA BOSCH,1458,NUEVA CRUCCI S.C.S.,MIGUEL ANGEL 5463,4844-6090
BUENOS AIRES,GRAL. PACHECO,1459,JANKOWICZ  ,HIPOLITO YRIGOYEN 467,4740-5684
BUENOS AIRES,CIUDADELA,1460,NIRINO - Ciudadela,AV. RIVADAVIA 12426,4653-6721
CAPITAL FEDERAL,CAPITAL FEDERAL,1461,GADE,AV. SANTA FE 4220,4777-2643
BUENOS AIRES,SAN MARTIN,1464,EL CONDOR S.C.S.,AYACUCHO 103,4755-1233
BUENOS AIRES,BANFIELD,1465,ASSEM,MAIPU 984,4288-0770 Fax: 4248-0505
BUENOS AIRES,MONTE GRANDE,1467,NUEVA DREYER,L.N.ALEM 1597,4296-2554
BUENOS AIRES,VILLA ELISA,1468,ARANA ,CAMINO BELGRANO Y AVENIDA ARANA S/N,0221-4732010
CAPITAL FEDERAL,CAPITAL FEDERAL,1469,FARADAY ALMAGRO,BARTOLOME MITRE 3501,4867-0202
BUENOS AIRES,BERAZATEGUI ,1470,DEL NORTE,AVENIDA 14 Nº 3095,4226-2095
BUENOS AIRES,BERNAL,1472,SANCHEZ,AV. LOS QUILMES 1261,4259-1990
CAPITAL FEDERAL,CAPITAL FEDERAL,1474,GRAN CONTEMPORANEA S.A.,RIVADAVIA 5444,4432-2622
CAPITAL FEDERAL,CAPITAL FEDERAL,1475,DEL MERCADO SPINETTO  ,PICHINCHA 211,4954-3517
CAPITAL FEDERAL,CAPITAL FEDERAL,1476,NUEVA GRAL. PAZ DE FCIA. VITAL S.A.,CONSTITUYENTES 6117,4572-5130
CAPITAL FEDERAL,CAPITAL FEDERAL,1477,ORIEN,AV. ENTRE RIOS 205,4372-4534/4594
CAPITAL FEDERAL,CAPITAL FEDERAL,1478,ORIEN SUC. DAFLO,AV. CALLAO 477/9,4373-0283
BUENOS AIRES,ITUZAINGO,1479,CENTRAL OESTE LELOIR,PTE PERON 8505,4621-8818/9
BUENOS AIRES,ITUZAINGO,1480,CENTRAL OESTE ITUZAINGO,LAS HERAS 381,4483-4343
BUENOS AIRES,MORON ,1485,COGLIATI  MORON,BELGRANO 294,4627-1771 FAX: 4483-0275
BUENOS AIRES,MORON ,1486,COGLIATI FRENCH S.C.S.,FRENCH 402,4629-4414 FAX: 4483-3304
BUENOS AIRES,CASTELAR,1488,COGLIATI CASTELAR S.C.S.,AV. RIVADAVIA 19988,4483-3434 FAX: 4628-2910
BUENOS AIRES,QUILMES OESTE,1490,PELLEGRINO,CRAVIOTTO 3527,4280-8539
CAPITAL FEDERAL,CAPITAL FEDERAL,1492,RP - SCANNAPIECO,ESMERALDA 599,4322-1001
BUENOS AIRES,EZPELETA ,1493,PRECISION SCS,AV. CENTENARIO 4359,4278-3500/4278-1515
CAPITAL FEDERAL,CAPITAL FEDERAL,1494,SOCIAL DOCA,AZCUENAGA 1235,4822-9519
BUENOS AIRES,VILLA BOSCH,1496,BAZZINI,SANTOS VEGA 6217,4844-2427
BUENOS AIRES,BERNAL,1497,SANAR S.C.S. - MAGA,AV. LOS QUILMES 01,4251-7681/ 3580
BUENOS AIRES,QUILMES OESTE,1499,SANAR 2 S.C.S. - MAGA,AV. CALCHAQUI 5186,4210-0170/3260
CAPITAL FEDERAL,CAPITAL FEDERAL,1501,NOBEL  - La Maite,CONDE 815,4555-6068
BUENOS AIRES,BERAZATEGUI,1508,SOL BERAZATEGUI S.C.S. - MAGA,MITRE 2372,4216-7523
BUENOS AIRES,GLEW,1509,CEBALLOS S.C.S. - GLEW,SARMIENTO Y RUTA 210,02224-4-22129
BUENOS AIRES,VERONICA,1512,HARAMINA,CALLE 30 e/ 23 y 25 ,02221-481160
BUENOS AIRES,VERONICA,1513,VOLPARA ,CALLE 28 Nro. 1414,02221-481446
CAPITAL FEDERAL,CAPITAL FEDERAL ( Flores ) ,1514,LIDER - EVA PERON ,AV. EVA PERON 3642,4619-0203/04
CAPITAL FEDERAL,CAPITAL FEDERAL ( Flores ) ,1515,LIDER II - DIRECTORIO ,AV. DIRECTORIO 1902,4632-9113 Fax: 4632-6315
BUENOS AIRES,BOULOGNE,1519,MARIOTTO ,AVELINO ROLON 177 ,4766-1621
BUENOS AIRES,EL PALOMAR ,1520,FLESCA,MISIONES Nº 6510,4751-8946
BUENOS AIRES,LANUS OESTE,1522,ROCA - Rocalan,AV. 25 DE MAYO 376,4240-4340/42
BUENOS AIRES,LANUS OESTE,1523,ESCALADA,AV. H. YRIGOYEN 6201,4240-4340/42
BUENOS AIRES,LANUS OESTE,1524,CROUZAT - San Martín,PTE. DERQUI 1687,4240-4340/42
BUENOS AIRES,LANUS OESTE,1525,NUEVA FARMACIA MOURIN S.C.S.,H. YRIGOYEN 4581,4240-4340/42
BUENOS AIRES,LANUS OESTE,1526,SINDICATO DEL PAPEL,AV. SAN MARTIN 3345,4240-4340
BUENOS AIRES,LANUS OESTE,1527,BOTTA - M.L. Curro,AV. SAN MARTIN 4151,4240-4340
BUENOS AIRES,AVELLANEDA,1528,EL ALTO S.C.S.  - MAGA,GUEMES 850,4203-4895  FAX 4204-0146
BUENOS AIRES,VILLA DOMINICO,1535,SANAR 3 S.C.S. - MAGA,CENTENARIO URUGUAYO 1209,4353-0377/4206-9992
BUENOS AIRES,AVELLANEDA ,1536,MAGA SHOP AMERICANA S.C.S.,CORONEL GARCIA 202,4201-8550 FAX: 4201-7185
BUENOS AIRES,WILDE,1539,DE LAS FLORES S.C.S. - MAGA,LAS FLORES 501,4207-7110
BUENOS AIRES,MUNRO,1540,GALVAGNI ,AV. VELEZ SARSFIELD 5501,4762-0652
CAPITAL FEDERAL,CAPITAL FEDERAL,1541,FARMATHENEA,AV. RIVADAVIA 3081,4867-0107/4867-0403
BUENOS AIRES,BURZACO,1542,HERNANDEZ,MOLINA CAMPOS 295,4294-8705 FAX 4299-5604
BUENOS AIRES,CIUDADELA,1548,BELEN 6 - SOCIAL PHARM BELEN S.C.S. ,COLECTORA NORTE ACCESO OESTE Nº 4235,4657-7150/7159
BUENOS AIRES,SARANDI,1551,DIAMANDY S.C.S. - MAGA,AV. MITRE 2702,4204-4528
BUENOS AIRES,LONGCHAMPS,1552,NUEVA LONGCHAMPS S.C.S.,LA AVIACIÓN 991,4233-8248
BUENOS AIRES,CASTELAR,1558,CENTRAL OESTE SANTA ROSA S.C.S.,MACHADO 3575,4624-5929
CAPITAL FEDERAL,CAPITAL FEDERAL Villa Soldati,1563,ESTRELLA  ARGENTINA,AV. DIRECTORIO 4549,4683-3007
BUENOS AIRES,DOCK SUD,1566,FARMA BARRIO S.C.S.,NUÑEZ 2218,4205-8324
BUENOS AIRES,TIGRE,1567,FABIO CHIELLI,AV.ROCHA 1408,4749-4029/ 4731-8421
BUENOS AIRES,ADROGUE,1579,LUJILDE ,PTE.PERON 565,4293-1457
BUENOS AIRES,BURZACO,1580,PARSONS,AV. ESPORA 2183,4294-5617
BUENOS AIRES,LOMAS DE ZAMORA,1588,NUEVA LOMAS S.C.S ,LAPRIDA 524,4292-0018
BUENOS AIRES,LOMAS DE ZAMORA,1589,RED PASCO S.C.S. ,SANTA FE 302 esquina PORTELA,4283-2905
BUENOS AIRES,BURZACO,1590,MONCLUS,ALSINA  649,4299-2317/3234.
BUENOS AIRES,QUILMES,1591,SANAR 4 S.C.S - MAGA,AV. CALCHAQUI 836,4250-4081
BUENOS AIRES,VILLA INSUPERABLE,1593,GALER,LISANDRO DE LA TORRE 474,4453-0521
BUENOS AIRES,SAN MARTIN,1595,DEL FERROCARRIL S.C.S.,BELGRANO 3202,4755-0120
BUENOS AIRES,LA PLATA,1599,LEYES,CALLE 26 Nro.2288,0221- 4531877
BUENOS AIRES,NUEVA CANNING,1600,NUEVA CANNING,SARGENTO CABRAL 1850,4232-5617/4389-1069
BUENOS AIRES,CIUDADELA ,1601,LUCAS de Garcia de G.L.AN Farma SCS,BARRAGAN 712,4657-5314/4657-3737
BUENOS AIRES,LANUS,1602,MAFFEI,JOSE MARIA MORENO 1001,4357-2043
CAPITAL FEDERAL,CAPITAL FEDERAL,1605,FARMAPLUS DEVOTO ,AV. BEIRO 5402,4566-5095
CAPITAL FEDERAL,CAPITAL FEDERAL,1606,FARMAPLUS BELGRANO,JURAMENTO 2741,4788-1679
CAPITAL FEDERAL,CAPITAL FEDERAL,1607,FARMACIA AZUL -FARMAPLUS CABALLITO I -,RIVADAVIA 5014,4901-0970
CAPITAL FEDERAL,CAPITAL FEDERAL,1608,FARMAPLUS POMPEYA ,AV. SAENZ 885,4919-3430
CAPITAL FEDERAL,CAPITAL FEDERAL,1609,FARMAPLUS LA IMPRENTA ,MAURE 1732,4779-1100
BUENOS AIRES,RAMOS MEJIA,1610,FERNANDEZ (AVENIDA),AV. DE MAYO 427,4464-0252/4464-0253
BUENOS AIRES,QUILMES,1611,GREGORI,CARLOS PELLEGRINI 502,4253-0551
BUENOS AIRES,ADROGUE,1615,LEIVA,AMENEDO 403,4294-1822
BUENOS AIRES,SAN FRANCISCO SOLANO,1616,MAGA SHOP MALY,AVENIDA 893 NRO.4294,4212-0714/3436
BUENOS AIRES,VALENTIN ALSINA,1618,UOM ALSINA (EX CIENTIFICA MELIVAL SCS),TTE. GRAL. PERON 2693,4115-6840
BUENOS AIRES,MONTE GRANDE,1619,DOMINGUEZ  ,AV. BRUZZONE 698,4296-7228
BUENOS AIRES,BERNAL,1621,SANAR 5 - MAGA,CRAMER 894 ex 450,4259-3465
BUENOS AIRES,BERNAL,1622,MAGA SANAR 7 SCS,DARDO ROCHA 427,4251-9593
BUENOS AIRES,MUNRO,1623,TKL LA PERLA,AV. V. SARSFIELD 4653,4762-1102
BUENOS AIRES,DON BOSCO,1624,SANAR 6 - MAGA,CRAMER 952,4252-1485
BUENOS AIRES,TIGRE,1625,DEL PUEBLO,AV.CAZON 1550,4749-0092
BUENOS AIRES,AVELLANEDA,1630,PASTEUR de Avellaneda,BELGRANO 900,4222-3970
CAPITAL FEDERAL,LINIERS,1631,PARIS,EMILIO CASTRO 6699,4641-6425/9071
BUENOS AIRES,BECCAR,1632,FARMAPLUS LAS LOMAS II,AV. SUCRE 2130,5711-7000
BUENOS AIRES,SAN ISIDRO ,1633,FARMAPLUS LAS LOMAS III,AV.CENTENARIO 888,4732-9282
BUENOS AIRES,LAFERRERE,1634,LA PLAZA CENTRAL,AV. LURO 5881,4626-6616
BUENOS AIRES,VICENTE LOPEZ,1635,VIACAVA,AV. MAIPU 199,4795-0321
BUENOS AIRES,QUILMES,1636,SANAR 8 - MAGA,AV. 12 DE OCTUBRE 2347,4250-0844
BUENOS AIRES,DOCK SUD,1637,TRONCOSO,P. ANGULO 1306/14,4222-0177
CAPITAL FEDERAL,CAPITAL FEDERAL,1638,LA NUEVA ARTIGAS,ARTIGAS 1902,4584-6017
CAPITAL FEDERAL,CAPITAL FEDERAL,1639,FARMAPLUS FLORES,AV. RIVADAVIA 6854,4613-6766
BUENOS AIRES,BERNAL,1642,SANAR 9  - MAGA,9 DE JULIO 57,4251-1051
BUENOS AIRES,QUILMES,1643,SANAR 10 S.C.S. - MAGA,COLON 147,4251-2234
BUENOS AIRES,WILDE,1644,SANAR 11 - MAGA,LAS FLORES 884,4217-4523
BUENOS AIRES,VILLA MARIA,1645,DEL CENTRO,CATAMARCA 1185,0353-461-4571
BUENOS AIRES,QUILMES,1647,QUILMES OESTE SCS - MAGA,12 DE OCTUBRE 440,4257-4680
BUENOS AIRES,LANUS OESTE,1649,CORONEL D´ELIA  Ex Forlino,CORONEL D´ELIA 1770,4262-7681/3149
BUENOS AIRES,SAN MARTIN,1650,NUEVA PASCUAL SCS,BELGRANO 3600,4830-0272
BUENOS AIRES,MARMOL,1651,PUNTO DE SALUD MARMOL SCS,BYNNON 3180,4002-4200
BUENOS AIRES,CIUDAD EVITA,1652,CANO,BEVILACQUA 1953,4487-1122/5307
BUENOS AIRES,QUILMES OESTE,1653,SANAR 12 - MAGA,CARLOS PELLEGRINI 703,4253-0820
BUENOS AIRES,QUILMES,1654,MAGA SHOP MORENO SCS,MORENO 745,4254-9667
BUENOS AIRES,BERNAL,1657,SANAR BERNAL SCS - MAGA,9 DE JULIO 57,4252-2121
CAPITAL FEDERAL,CAPITAL FEDERAL,1658,NUEVA ERA  - MAGA,AV.CASEROS 999,4300-6522
BUENOS AIRES,BERNAL,1659,NORTE 2 SCS - MAGA,COMANDANTE FRANCO 850,4252-2121
BUENOS AIRES,FLORENCIO VARELA,1660,MAGA SHOP VARELA,MONTEAGUDO 3101,4255-2007
BUENOS AIRES,REMEDIOS DE ESCALADA,1662,REMEDIOS SCS,R. FRANCO 3399,4202-4436
BUENOS AIRES,AVELLANEDA,1663,MAGA SHOP AVELLANEDA SCS,AV.MITRE 637,4201-1450
BUENOS AIRES,LANUS,1664,MORALES de Matto y Cia SCS,29 DE SEPTIEMBRE 2060,4241-7003
CAPITAL FEDERAL,CAPITAL FEDERAL,1666,LAMAITE,JOSE HERNANDEZ 2711,0810-444-5262
BUENOS AIRES,QUILMES ,1667,QUILMES FACTORY SCS - MAGA,AV. CALCHAQUI 3950 LOCAL 1012,4200-6908
BUENOS AIRES,BANFIELD,1669,VIGOPHARM SCS,CAAGUAZU 71,4260-3542
CAPITAL FEDERAL,CAPITAL FEDERAL,1674,SUIZA,TUCUMAN 701,4326-2132
BUENOS AIRES,SAN VICENTE,1676,NUEVA OCAMPO,SARMIENTO 423,0222-548-2670
BUENOS AIRES,GONZALEZ CATAN,1678,FARMACIA FOX SCS,INFANTA ISABEL 5974,02202-453078
BUENOS AIRES,MAR DE AJO,1680,ANTIGUA FARMACIA BIRRECI ( Santoro ),PEATONAL HIPOLITO YRIGOYEN 24,02257-420130
BUENOS AIRES,QUILMES,1682,FELDMAN,CARLOS PELLEGRINI 51,4224-8585
BUENOS AIRES,RAMOS MEJIA,1684,CENTRAL OESTE PARA TI SCS,AV.RIVADAVIA 14002,4658-1760
BUENOS AIRES,RAMOS MEJIA,1685,CENTRAL OESTE AVENIDA SCS,AV. DE MAYO 427,4464-0252
BUENOS AIRES,SAN ISIDRO,908014332,FABRIS,AV. CENTENARIO 448,4743-1797
